text,label,source
"USER USER USER USER tengok cara balas, Ni ke cara #KitaOK pertahankan #ASSTAG diorang\ncomeonla\n\nMaki hamun bukan MATLAMAT KEMPEN #KitaOK\n\nSebab tu PAKCIK nak HAPUSKAN #BANGSAANJING Ni!!!\n\nIni adalah ANJING &gt;&gt;&gt; \xf0\x9f\x90\xbc\xf0\x9",1,fn_hatespeech_id
anjing saya belum tidur bangsat pas tidur telepon ayah bangsat,1,relabel
"""Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol""",0,tiktok_v2
Kagettt Jujurr,0,dataset_research
kalo ngga ngeles ya bukan ternak😂,1,tiktok
"Brengsek banget cuacanya hari ini, panas banget",0,fn_fp_reduction
"Bukan kebetulan kalau setelah Reformasi bergulir, hampir semua media di Indonesia dikuasai oleh non-Muslim & moral masyarakat makin hancur.",1,fn_hatespeech_id
udaah woii udahh kamu tidak kasihan capai ngelike komenan,0,relabel
anjing asli goblok sudah saya kasih tahu panggil pakai real name saya saja tolol tidak bisa sangat mencoba belajar hargain orang,0,relabel
"Lo udah berusaha keras, itu yang paling penting",0,contrastive_dataset
"USER Solusi? Hahahahaha\nDana haji diambil buat infrastruktur, Duit bpjs buruh bahkan mau diambil juga.\nRakyat semuanya diperes tapi masih minta solusi juga?\nGoblok lo emang. Penjilat tolol'",1,fn_hatespeech_id
"""gila, dingin banget ruangan ini""",0,manual_augmentation
najisnya dosen kayak gitu otak mesum,1,tiktok
"gw lebih suka standar kecantikan luar sna ya, kalo standar kecantikan indo tu dah kaya mau adu cantik sm bidadari, bikin muak apa2 patoknya ya gitulah. cantik versi diri sendiri itu lebih baik❤️",0,tiktok
subhanallah tergetar hati dengar suara nya,0,relabel
"kok bisa orang-orang kayak Puan Maharani, Kapolri, dan antek-antek mereka masih menjabat setelah demo besar-besaran yang sampai menewaskan banyak nyawa enggak berdosa??? Apakah pejabat-pejabat kita emang semuka tembok gitu??? 😂",0,tiktok
monyet nyolong makanan saya,0,relabel
di kasi diamond malah milih batu bata ðŸ˜‚ðŸ˜‚,1,tiktok_v2
sukaa sangat sama artis tidak neko2 natural bngett,0,relabel
USER budek kamu ya',1,fn_hatespeech_id
bagaimana negara paling rasis memperlakukan pelatih dan tim sepakbola,1,
Model kaya gini kita cukupkan; Lebih baik #2019GantiPresiden,1,fn_hatespeech_id
Paling gasuka sama orang yang seenaknya mentang mentang dia punya kuasa dan duit.,1,
ah manda mah gatal tidak liyat cowok sedikit langsung disosor begok saja yang ama manda kegatelan cewek,0,relabel
USER Atasan nya plonga plongo yaa bawahan nya pada dungu... Rezim ora mikir',1,fn_hatespeech_id
Aku benci betul kalau USER racun \xe2\x80\x9cAda tekannnn kaaaaaa?\xe2\x80\x9d BAAHAHAHAHAHAHAHAHHAHAH FAK YAHUDI!',1,fn_hatespeech_id
"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""",0,tiktok_v2
USER USER Ahhh itu kan perasaanmu saja utk menghibur diri.. mana ada cebong tdk bahagia.. presiden cebong punya... tol cebong punya... lha elo? Punya cuma germo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,fn_hatespeech_id
semoga dilancarkan nikahnya ayahnya lekas ditemukan sehat apapun,0,relabel
15hr ago lol,0,
"Rakyat korsel tidak tau diri emang kwalitas pemain ny sekelas pemain Europa , mikir mau di latih pep Guardiola juga kalo kwalitas ny ampas mah susah malah hujat pelatih ny. Harus ny pemain2 ny jga ikut di hujat emang Rasis aj warga sana",1,
RT USER Rejim yg membuat E KTP itu Rejim SBY.. jangan pura-pura lupa.. Yg dipenjara juga Partainya SBY,1,fn_hatespeech_id
si gaga kek anjing,1,relabel
"kenapa pada bahas tugba terus ya, padahal mau dulu pacaran pun jodoh gak ada yang tauðŸ˜­",0,tiktok_v2
"kemarin pada muji2 si aki2 skrng pasti pada ngehujat habis2an , ga kagetlahðŸ¤£ðŸ¤£",1,tiktok_v2
"""Gak ada bagus2nya suara dan polanya?.""",1,tiktok_v2
Anjirr Tatut Bgt SM Rak Bos dan BU Bus: ((,0,dataset_research
lutfi putus dengan salsa orang stress,1,relabel
Bener cari muka 2,1,
"USER USER Kenyataannya tuannya akan mengimpor bawang putih dr negara komunis.. \nKl yg 58 % konsisten dgn ucapannya,haram hukumnya mengkonsumsi produk aseng/asing'",1,fn_hatespeech_id
"USER USER Iki apik biyat, senng aku nyawang poto iki. Presiden Jancuk dan semoga yang disamping berkenan jadi Wakil Presidennya. Minimal penasihat Presiden Jancukers. Heuheuheu \xf0\x9f\x98\x82'",1,fn_hatespeech_id
PKI hrus d adakan lge krna prabowo nyapres yg ga pilih prabowo d bilang PKI .. Trus klo gue pilih pa Jokowi lu blg apa ? Emx gue pikirin !,1,fn_hatespeech_id
meldi kadang mulut aku rem kehaluanmu bangga berusaha mu yuhuuu,0,relabel
"ini harus dijadikan pelajaran buat smua, sampe saat ini kematian timothy blm jls karna apa. pihak keluarga juga menolak dilakukan penyelidikan dari hp timothy, dan yg tersebar adalah chat para mahasiswa yg minim empati. supaya ga keliru saja tapi kasus ini butuh penyelidikan lbh dalam dan bukti dari hp korban, kita butuh keterbukaan dari pihak keluarga, terutama sdh 3 bln terakhri timothy tinggal ditemani ibunda tidak mungkij ibunya tidak mengetahui apa masalah yg anaknya dapati.",0,tiktok
"""Selamat tahun baru mbak, semoga jadi pribadi yang lebih baik amin""",0,tiktok_v2
"""Lo kira lo bagus tuh begitu anjing wkwkw""",1,tiktok_v2
USER lebih unik bapak lo dari pada jokowi,1,fn_hatespeech_id
bahagia utang,1,relabel
Barusan bgt aku ntn ini di bioskop loh cmn kasitau aj gk pamer🌷💫,0,
Taburkan org daun aj,1,dataset_research
Riya Bgt Dihh,1,dataset_research
Kakak kelas sebocil itukah😂 Kalo lawan gw yang ada si mk knock duluan,1,
Plottwis banget 😂,1,
"kek tetangga whoopp🔥, gua lamar sana sni ga dpt², tetangga gua tinggal blg doang, interview formalitas🔥🔥🔥",1,tiktok
"Mereka itu kayaknya telinganya pakai fitur noise cancelling khusus untuk suara rakyat. Padahal, rakyat sudah teriak soal perampasan aset sampai mirip toa mushalla yang dipakai 15 tahun: suaranya sember, tapi maksudnya jelas. Lah kalian? Santai saja, sibuk sahkan hal-hal yang bahkan rakyat aja tidak tahu kegunaannya apa.",0,tiktok
Percayalah yng tiba tiba ngak suka ini sebenarnya fans aslinya🗿,1,tiktok
13yrs too late 💀,0,
He also didn’t run around or desert us XD (WOW YOUTUBE 3 DAYS AGO!!!),0,
"RT USER: PERSIB BUTUT, SOLER GOBLOG'",1,fn_hatespeech_id
cantikkk ngga haruss putihh,0,tiktok
"Coba hal baru, ternyata menyenangkan sekali",0,cyberbullying_1000
"USER ""Dia mah mukanya udah rusak, gak bisa dibenerin lagi.""\n""Yakin mau ngajak dia? Liat aja bajunya kayak gitu.""\n""Jangan sekelompok sama dia deh, keliatan bukan orang mampu.""\n\nAlah kampang.'",1,fn_hatespeech_id
"""editan sama konsepnya nice banget lahhh""",0,tiktok_v2
"plis gaes untuk asuh jangan sampe dihujat juga, biar itu jadi memori indah buat anak-anaknnya juga, gimaanpun dia tetep ibu trio na",0,tiktok
Dasar stupid gak berguna hidup lo cuma nyusahin orang,1,codemixed
Indeed!!!!!!!!!!!!!!!!!!!!!!!!! never gonna give you up!,0,
dia masih sakit hati dia itu kan anak turunan pki,1,tiktok
semangatt zizeeeeðŸ¥°,0,tiktok_v2
masyaallah rafathar ganteng sangat tidak kuat ngeliat alisny,0,relabel
otak nya di kontol,1,tiktok
"""petani memasang perangkap untuk babi hutan""",0,manual_augmentation
"""Sebelum aku Unfoll, aku mau bilang NAJISSSS""",1,tiktok_v2
"""aku tampak capek sekali di hasil rekaman tadi""",0,manual_augmentation
Demo jilid 2 seperti Nepal kah yg mereka mau??,0,tiktok
cina g punya perikemanusiaan makanya aq g suka cina di indonesia,1,fn_hatespeech_id
babi ngeselin kamu,0,relabel
"aku nonton 3 pertandingan korsel emg ga jelek mainya kok, tapi ya ini sepak bola ada faktor unluck nya... son emg uda tua tapi dia dapet bebrapa pluang dan emg ga luck aja, lawan mexico jg unluck kalah.. menurutku mainnya ga jelek si",0,
Kalo masalah terbesarnya Korea tuu terlalu sering gonta ganti pelatih kalo di bandingkan sang tetangga mereka make Hajime Moriyasu dari tahun 2018 sampe sekarang dan lihat hasilnya,0,
dikasi bidadari pilih babi,1,relabel
"""anjing itu menggigit mainannya sendiri""",0,manual_augmentation
USER USER lu yang munafik ngaku golput tapi panas dingin belain si kuli cina itu kejang2 liat orang kagum sama pemimpin yg karismatik bukan yg plonga plongo\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,fn_hatespeech_id
pdhal timothy baik,0,tiktok
Jadi ceritanya si neira ini di tuduh dorong temennya terus ada yang video in jadinya dia dihujat di sosmed terus adeknya yang ikut grup discord pendekar bocil yang dimana isinya hacker semua terus dia nyoba minta bantuan ke hacker jago di pendekar bocil buat nge take down video kakaknya itu dan berhasil deh terus temennya neira ngejelasin semuanya dan tamat deh,0,
First Rick in Youtube's comment section and and Youtube in Rick's comment section.,0,
"Wow, dana-nya dari mana?!?!; Sungguh terlaluh kau kowi!!!; Balik solo!!!; #2019GantiPresiden",1,fn_hatespeech_id
erick tidak akhlak jelek listy jelek,1,relabel
HAHAHAHAHAH INI END NYA KAH? ATAU MASIH ADA EPISODE NYA?,0,tiktok
lulusan S1 mrka panggil prof -&gt; USER ; Ketum partai mrka panggil presiden -&gt; USER ; Org gk bisa ngaji mrka panggil ustad -&gt; USER ; Sang pemborong kasus tersangka mereka panggil ulama -&gt; USER ; ; Ini namanya Du,1,fn_hatespeech_id
mati saja kamu anjing,0,relabel
capai ah bangsat bikin males pagi2 saja anjing kamu,1,relabel
Saya tidak begitu mengerti pria tidak suka wanita memakai makeup,0,dataset_research
"Oh iya sih, lo memang paling jago gagal",1,fn_fp_reduction
"Dan engaku malah party sana sini, tak berhenti seperti cinta ku kepadamu tak pernah berarti. Bajingan'",1,fn_hatespeech_id
Caitlin sm ariel udh waswas bgtðŸ˜­ðŸ™ðŸ»,0,tiktok_v2
"Dapat pujian atas kerja keras, bangga",0,cyberbullying_1000
Pemecah Belah Bangsa.,1,tiktok
cantik amatðŸ’—,0,tiktok_v2
"""Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo""",0,tiktok_v2
Okaay nggapapaa Aku minta doyoung ajaa Makasih yaa,0,dataset_research
"Affan itu cuma ""ojol"" dan ""korban dalam jumlah angka"" bagi kaum elit bang",0,tiktok
"Olahraga bersama teman, menyehatkan dan seru",0,cyberbullying_1000
bangsat story ig isinya rang orang spoiler endgame,1,relabel
endemik ini habitatnya di got kalo naik pangkat di kantor dpr pake kemeja sama dasi,1,tiktok
Kevin Sanjaya iki emang geblek',1,fn_hatespeech_id
Sebut sama. Kamu. Biar puas streesnya,0,
​ @corshotlovers tunggu azab allah kan tiba bg orang²yg tdk amanah munafik serakah tunggu yaah🙏🏻,0,
holy fart i am pooped,0,
Mirip adegan film G.30S-PKI. perlu di catat bhw rezim ini adlh rezim anti Islam. URL,1,fn_hatespeech_id
hah ngechat hanya bilang bajingan sekali hidup kamu,1,relabel
"""anjing, dompetku jatuh di jalan tadi""",0,manual_augmentation
Itam Bangett Muka Lu,1,dataset_research
"RT USER: Ahok Taik. \MENFITNAH\. Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT""""""",1,fn_hatespeech_id
"""loh kok ak liatnya anjing semua yaa""",1,tiktok_v2
cantik pintar bertalenta orangtua yang tidak ingin anak seperti mba maudy,0,relabel
Pukulin Rame2,1,dataset_research
"Bahaya banget ya pembully bisa masuk univ 3 besar, dia akan merasa punya kekuasaan turunan dari bapak nya",0,
USER Kemarin di hujat sekarang mengharap dasar para bani kamprey',1,fn_hatespeech_id
"Bj habibie : prabowo tdk pntas jd presiden krna dia dalang kerusuhan 98 ! "" bner bgt pak skrg jg dalang dr semua kerusuhan sara",1,fn_hatespeech_id
2026 Korsel lebih fokus ke boy band daripada sepak bola. Sepak bola Korsel hanya mampu masuk 16 besar sepanjang sejarah tapi Korsel mampu masuk final diajang Piala dunia Qatar lewat Boy Bandnya meski bukan dari squad Timmasnya.,0,
Ganteng banget sih calon suaminya mba @eri.carl,0,tiktok
"panda selingkuh its ok dia ganteng, lah elu busyett",1,tiktok
semoga sehat dimurahkan rejekinya ya,0,relabel
@chaiza: Yang terbaik dari yang terbaik,0,dataset_research
ngomong aja gak tertib para termul,0,tiktok
"Emang harus dinepalkan, mereka udah benar benar merasa lebih tinggi dari yang mereka wakilkan",0,tiktok
@xvyk: stres,0,dataset_research
USER pergi lo bangkai',1,fn_hatespeech_id
kocak induk bengkok,1,dataset_research
happy birthday mel sehat sukses yah aamiin,0,relabel
Apakah kita menuntut si penista ini diadili krn dia orang kristen? sama sekali tidak!! krn Islam tdk pernah membenci krn beda #TahanPenista',1,fn_hatespeech_id
USER USER Jd ingat congor oknum Nasdem klo si joko kalah di 2019 Indonesia bubar,1,fn_hatespeech_id
KU KIRA MUKA TERNYATA AMPELA,1,dataset_research
USER Stupid question. Kalo mau ngentod gak usah puasa goblog.',1,fn_hatespeech_id
ngbayangin teh astrid pas mudaðŸ˜,0,tiktok_v2
RT USER USER USER Nasib Indonesia menderita setelah dipimpin oleh Jokowi,1,fn_hatespeech_id
"Aku suka payudaramu.\n""DASAR KURANG AJAR KAU!"" Katanya, sambil menamparku.\nLalu, untuk apa dipamerkan, jika tak ingin dipuji? .....\n\nBrengsek!'",1,fn_hatespeech_id
Barusan sampai di 021 iseng2 tanya sopir taxi soal gubernur baru. Menyesal gak pilih ahok katanya. Merasa ditipu,1,fn_hatespeech_id
stop ngatain orang kamu yang ngatain orang ngaca dulu ngatain mirip suci saja hidup kamu,0,relabel
Habis ini siapa yang akan di rusak oleh Mulan ya,1,tiktok
"""Dikasih bidadari malah milih sampah""",1,tiktok_v2
Sunset hari ini beautiful banget wish you were here,0,codemixed
"MantapGaruda Ho ki, semakin Gacorr maxwin 18juta cog😘",1,
"""Buset hate comment ampe postingan paling bawah""",0,tiktok_v2
"USER Berantem lagi nih? Apalah gue yang multifandom, tapi benci sama fans yang terlalu membangga-banggakan idolnya lol. Bahkan gua juga benci sama beberapa carat yang notabenenya selalu pamer, ""eh ini loh seventeen blablabla."" eek kucink.\n\nSo, kalo emang dimute ya",1,fn_hatespeech_id
"ni komen pada kenapa si, padahal manis lo dia nya",1,tiktok
"USER Namanya jg kecebong anaknya kodok, skrg bapak nya jg presiden hadekh... ; Presiden planga plongo",1,fn_hatespeech_id
Ngakakkk Bodoh Bat Behaviorny,1,dataset_research
"""bego banget gue lupa update aplikasi""",0,manual_augmentation
BGT LU,1,dataset_research
Tanya saja aku,0,dataset_research
Mamari aku pngen langsing kaya kamu 🥰,0,tiktok
kenapa liat muka bagi eric kaya enak begitu yang,0,relabel
"USER Banyak bacot lo, ini bahasa sekitar.'",1,fn_hatespeech_id
lelaki yang kamu lelaki yang beruntung,0,relabel
USER USER Ada Cebong dungu marah marah. Biasa ajaran nabi nya. Rendah hati dgn agama dgn umat paulus dan rajin ngaji kitab kuning.',1,fn_hatespeech_id
"Lo tuh cuma bisa ngerepotin, ga ada gunanya sama sekali",1,contrastive_dataset
udah aku share ke grup jual beli ikan piranha kak,0,dataset_research
PSSI wes bosok cak Sol,1,
"Ngaca pak ngaca ampun, kalo mikir begitu dari dulu infrastruktur di pusat terus yg bagus, tapi daerah lain tertinggal, ga mikir kesitu juga kah ? ðŸ˜‚",1,tiktok_v2
"""Salut Mel.. semangat belajar, yg ngetawain juga belum tentu bisa Dan berani..""",0,tiktok_v2
"Nu sok ngabully mah kan sok ker lobaan ,coba pas ker sorangan trus kaleng gegedugna,bakalan ciut geura 🤣🤣🤣 Biasa ari kaum hyena mah ,galakna ker lobaan 😆😆😆",1,
lelah.. tak ada imbas apapun.. semua pendapat pergi ke laut,0,tiktok
Untuk nilai baru yang tidak mencari pekerjaan dapat mencoba berlatih ingatan dan semua doa ini berterima kasih kepada Tuhan setelah berlatih ini saya bisa,0,dataset_research
Kampret. Datang pas butuh aja. Ngerusak mood sumpah.',1,fn_hatespeech_id
ya di buka gak di tutup lagi pas jalan kena trotoar ganti rugi dah????,0,dataset_research
mbak cadel yang bangga cadelnya sih kasihan karena cadel jijik tidak bisu saja,1,relabel
Jadi salah ????,0,dataset_research
"Sarkasme halus: Oh hebat ya lo bisa telat terus, bakatnya emang itu",1,fn_fp_reduction
"Bangsat emang si pelaku buli, saya pernah kesekolahan menemui kepsek dn guru karena waktu itu anak saya ada yg buli terus sya ngomong sama kepsek kalau masih terjadi jgn salahkn sya ,saya akan datangi si pembuli akan sya hajar",1,
"Hari ini penuh syukur, banyak hal baik terjadi",0,cyberbullying_1000
idaman polsek,0,dataset_research
"udah dijelasin kayak gini pun masih banyak yang bilang ekspektasi korea ketinggian. ekspektasi korea itu paling engga lolos fase grup karna di 2022 dengan banyak pemain cidera aja mereka bisa lolos fase grup. di tahun 2026 ini persiapan korea itu udah mantep banget. tc duluan dari pertengahan mei di utah yang kondisinya mirip2 sama guadalajara, nyampe guadalajara juga duluan, pemain sehat juga sehat semua, masuk grup a yang lawannya itu bisa dibilang mudah & peringkat 3 aja bisa lolos ke 32 besar, makanya ekspektasi lolos fase grup itu pasti. jadi, ekspektasi warga korea itu gak ketinggian, justru ekspektasinya wajar karna di 2022 dengan pemain banyak yang cidera & masuk grup susah aja mereka lolos, apalagi kali ini yang serba siap masa lolos grup aja gak bisa. warga korea itu pada semangat di wc kali ini cuma buat pemain & gak ada yang dukung hmb.",0,
anak pki,1,tiktok
benar sekali mba suka gangguin anjing tetangga dikejernya,0,relabel
Siang Happy Friday sholat jum'at nya jangan lupa ya aku habis ada kegiatan terus nanti ada latihan bareng Team J s,0,dataset_research
yang kaya gini di kasih panggung terus buset dah,1,tiktok
"""nikmatnya bisa menghirup oksigen dengan bebas ya :)""",0,tiktok_v2
Kalo muka ga cantik minimal otak kelakuan jangan ikut ga cantik juga dek .. muka” sadis,1,
hi yt,0,
"Soal hujat menghujat emang disana pusatnya rasisme dan sebagainya, bahkan ke sesama satu ras Asian. Tapi ketika dihujat dan dirasisin eropa merasa playing victim",0,
"korea selatan di piala dunia 2002 bisa masuk 4besar karena ""Skandal""😅😅 orang diluar korsel pasti tau betapa menjijikannya mereka saat itu😂",0,
Kang tae mo kenapa jadi black mambaðŸ˜­,1,tiktok_v2
gue gapaham dr dulu fashion style dia kyk gmna wkwkwk,0,dataset_research
CRAZYNESS!!!,1,
Ihh anehhhhhhhh,0,dataset_research
kebiasaan media yaa gini...ngasih panggung...makanya Konoha gak pernah maju..,0,tiktok
Tebak isi pikiran ariel tatum 😭,0,tiktok
Dia mengatakan putra Pak Haji,0,dataset_research
RT USER USER Video lengkap ada di Youtube yak 30 menit sekian dan mejelekkan SBY. Elo cari aja STRATEGI PRABOWO.,1,fn_hatespeech_id
"Mampir kesini karena mbak mei, sekaligus nostalgia masa anak2🤣",0,
Aura Ladies Club nya kuat😂,1,tiktok
anaknya Bram kali (brame-rame)ðŸ˜­,1,tiktok_v2
Siapapun guru yang ada disitu kalo cuma diem asli demi Tuhan gw berantemin gurunya. Biar ngotak dikit,1,
"yang bully timothy beruntung banget, ayah timothy ga nuntut dihukum lo, smoga tenangg kaka timothy😞",0,tiktok
"Lu gila ngga sih, masa lupa ulang tahun sendiri",0,fn_fp_reduction
"""LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI""",1,tiktok_v2
Saran naturalisasi striker2 masa depan 1.jal de pal dengan 16gol 21pertandingan 4asist.liga 4. 2 JAEL PRAWIRODIHARJO.didier Drogba kw3.lebih bagus dari struik.zistra.🇮🇨🛵🇮🇩 SAYA nama JITRONEM RADIO Gaga kenang Lanang Pandanaran STM negeri 1 Surakarta Jawa tengah Indonesia domisili KTP di Jombor Klaten Jawa tengah Indonesia 🇮🇩 let's go to Indonesia 🇮🇩 tropical island country paradise south east Asia.nice tropical beach inn the world.🏝️🌅🌏,0,
