No;komentar;label;e
;"""WADUH MALAH LEBIH GANTENG ANJINGNYA. EH EH BAHKAN LU GA PANTES DISEBUT ANJING. ANJING KAN SETIA PANTESNYA SIH BABI HAHAHAHA""";0;
;"""kalo lomba sama""an sm babi, babi nya nmr 2""";0;
;"""Si anjing ketika berfoto dengan si anjing""";0;
;"""Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg d sono""";1;
;"""erikontolim manusia babi anak lonte""";0;
;"""HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!""";1;
;"""Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan ny begituu coba liat Jessica""";1;
;"""Anjing sekarang hebat ya, bisa pake kacamata""";0;
;"""Sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa""";1;
;"""Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak""";1;
;"""Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg""";0;
;"""dasar orang tua gada akhlak,ngajarin anaknya yang ga bener""";0;
;"""Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap2""";1;
;"""Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu""";0;
;"""guys dr pd comment2 mending unfoll sm unsubscribe aja yaa""";1;
;"""Babi lagi main ma anjing :)""";0;
;"""Dikasi BIDADARI MALAH PILIH BABI""";0;
;"""Postingan pertama jg dihujat dong gila netijen""";1;
;"""BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN?""";0;
;"""Dikasih bidadari malah milih setan""";0;
;"""Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(""";1;
;"""SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!""";0;
;"""Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2""";1;
;"""kesini cmn mo liat komen aja""";1;
;"""Buset hate comment ampe postingan paling bawah""";1;
;"""Foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu""";1;
;"""Pantes banyak utang buat bayar lonte""";0;
;"""2 3 tutup botol muka lu kek kontol wkwk""";0;
;"""astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener""";1;
;"""Dah lah. Gw capek baca komen kalian""";1;
;"""Keliatan bgt anjingnya ketakutan foto sama dakjal""";0;
;"""Astaga ngehujat sampe postingan paling bawah""";1;
;"""Lebih najis elu daripada anjing!""";0;
;"""2 ekor anjing dan satu buaya makan jambut""";0;
;"""Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol""";0;
;"""Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol""";1;
;"""Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu""";1;
;"""Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada""";0;
;"""Potret ketika anjing poto dengan setan""";0;
;"""BANTU BEDAINN WOYY MANA ANJING MANA BABI""";0;
;"""Udaah woii udahh lu gak kasihan apa?. Aku capek ngelike komenan kalian""";1;
;"""3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw""";0;
;"""Kasian gue sama anjingnya dipegang dajjal""";0;
;"""Kasian anjing nya di pegang babi""";0;
;"""Lo itu kontol gak guna ajg anak dakjal""";0;
;"""mukak lu lebih buruk daripada anjing lu""";0;
;"""dikasi yang bening malah milih yang dakian""";0;
;"""Mending masuk penjara lagi aja dah seumur hidup""";0;
;"""Kok lbih lucu anjingnya ya ktimbang orangnya""";0;
;"""Akhirnya jesica bisa lepas dari kambing hitam ini""";0;
;"""Maafin Aja Bro Semua Orang Pasti Ada Kesalahan Dia Juga Pasti Ada Kesalahan Nasehatin Aja Siapa Tau Dia Berubah""";1;
;"""Kasian anjingnya dipeluk sma sampahh""";0;
;"""Gua kira keluar dari PENJARA bisa berubah""";1;
;"""Cintamu hanya sebatas kertas wkwkw enteng bang""";1;
;"""Padahal sejak dia sama Jane aku lebih respect :( skrg bener2 udah hilang respect :(""";1;
;"""udah nemenin dari masa tersulit lo pas udah keluar malah selingkuh, ga nyangka idola gua sesampah itu.""";0;
;"""Dihujat habis""an semua postingan lama ada komen baru wkwk""";1;
;"""Gua gabisa bedain mana anjing mana manusia, keliatannya sama""";0;
;"""Lu mirip anaknya kick andy yg namanya marlo bang""";1;
;"""Kenapa ada orang baik ? Karna ada orang jahat""";1;
;"""Ngga ada niatan ngadain pengajian gitu bang?""";1;
;"""Suka banget sama rambutnyaa tambah ganteng""";1;
;"""@abatartila Ada ada aja kaya gini di bilang king, king muke nya udh kaya tai musang""";0;
;"""Ninggalin berlian demi tai babi dih""";0;
;"""ganteng kaga lu begitu malah keliatan kaya daki kontol""";0;
;"""Mukak lo kayak tapir kuda asu sok ganteng banget lo""";0;
;"""Banyak yg kecewa karena lu begini rik!!!!""";1;
;"""Maap ye?muke lu udh jelek kaga usah sok selingkuh,cakepan anjing gua noh""";0;
;"""Apa si hebatnya banci yg badannya penuh koreng kaya lo""";0;
;"""Gini dong bersihan kaga kek tahun tahun sebelumnya dekil""";0;
;"""Muka lu keriput kek aki aki""";0;
;"""Foto jelek dihujat, foto ganteng dibilang sok ganteng""";1;
;"""kebanyakan nyabu jadi kurus lu""";0;
;"""NARKOBOYY NGELUARIN LIDAHH, AJG MAU APA, MAU TES URIN""";0;
;"""Fotolu pede anjrit muka lu tu anjrit""";0;
;"""Hidup itu jngn keterlaluan boss playboy amat ajg luu""";0;
;"""Mukalu kek aktor bokep bgst mending ngobat aja luu""";0;
;"""dah jelek semangattt pulak WKWK""";0;
;"""Muka nya kok gitu, seren bikin mual liatnya""";0;
;"""Sana anjing ngewe ama lonte bangsat""";0;
;"""Muka kek kontol mending di penjara""";0;
;"""muka kek banci dih najis""";0;
;"""Ntar Mati dalam keadaan konyol""";0;
;"""mau bilang jelek nya ga enak hehe ?""";0;
;"""Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Trnyata tukang jilat?""";0;
;"""NIH ORANG KALO LOMBA MIRIP BABI,BABINYA JUARA 2""";0;
;"""Titisan dakjal emg lo nyet""";0;
;"""Et muka lu aje gitu dih hahaha. Biarin aja sampah ketemu sampah biar busuk bersama""";0;
;"""Jijik astagah sok bat cakep njs""";0;
;"""Bully an di ig lebih ngeri daripada di fb ajg gua jadi ngerii! Ajgg";1;
;"""udah buriq brengsek pula pantes aja dapet lonte""";0;
;"""MUKA KAMPUNG GAYA SOK SOAN KOTA NYET""";0;
;"""Ngapa lidah Lo stroke amin deh kalau gtu""";0;
;"""Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu""";0;
;"""Org kampung otak dusun gaya sosoan hype. Ttep aja gabisa nutupin muka babu lu.""";0;
;"""Cowo foto liatin lidah nya jam ah jijik gue. Apa lagi minus akhlak kek gini""";0;
;"""ANJING gue jg ogah liat muke lu""";0;
;"""G bole melet dosaa rik""";1;
;"""paan melet melet mau jilat tai tabi?""";0;
;"""Setan emg melet2 teross jijik asuuu""";0;
;"""ni anak lahir krna kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad""";0;
;"""Apaan si melet2 sok ganteng""";0;
;"""Muka kek slangkangan biawak aje bnyk blagu lu""";0;
;"""Sumpah sih jahat banget. Bener2 kasian sama kak jessica""";1;
;"""Anjing gk pantes sama bidadari.""";0;
;"""MELET MULU SETAN KAYA ULAR""";0;
;"""Njr melet melet gw kirain hewan""";0;
;"""Gtu aj dh kek anjg lo kang""";0;
;"""Gw kesini pengen liat babang ini.. Sumpah feeling gw bener.. Mirip banget ama Reynhard Sinaga""";1;
;"""Ih ko melet2 si kaya hewan aja wkwkwkwk""";0;
;"""Iuu milih iblis drpd bidadarii kwkwkw jyjyq""";0;
;"""MELET2 UDAH KAYA ANJING, EH KAN EMAH ANJING""";0;
;"""ga nyadar aja nih sampah HAHA""";0;
;"""Lidah banyak kuman and virus nih""";0;
;"""Awalnya ngira baju endorse dari KFC, mirip '-'""";1;
;"""GUA MAU LO TERUS BERKARYA , PERBAIKI, TINGGALKAN YG NEGATIF , TIDAK ADA KATA TERLAMBAT , TTP JADI ORANG YG HEBAT DAN SELALU BAHAGIA @xrickolim""";1;
;"""Cita cita ingin jadi pakboi , eh tapi malah jadi narkoboy nasib-nasib""";0;
;"""Napa lu balik dari penjara sih?""";0;
;"""Mending lu pada tobat dah""";1;
;"""selama dipenjara apalo sikat gigi? KOK BAU YA, BAUBAU AROMA BANGSATTTT""";0;
;"""Gigi lo ada apanya? Jigong? Atau kondom nya nyangkut?""";0;
;"""ih mukanya kek anjing rumah gwa""";0;
;"""woi anak anjing ngapain lu hidup bgst""";0;
;"""Udah jelek gak usah d jelek2 in lagi bro""";0;
;"""Ganteng kagak berbakat juga kagak kelebihannya dimana cobak?""";0;
;"""Benci aja Ama orang jelek pake selingkuh segala""";0;
;"""Udah tutup mulut nya bau kambing""";0;
;"""Jualan jualan knp ngga jadi yutuber lagi bro takut ngga ada yg nntn yah""";0;
;"""Kayak Randy Pangalila klo gk pake kacamata""";1;
;"""Entah knp liat muka BG Eric sekarang kaya enak gitu .. dari pada yg dulu""";1;
;"""Apa ganteng nyasih anjing.. Kucel gini jadiin model""";0;
;"""keknya dia ngeliat masa depan yang hancur deh""";0;
;"""INGETT HIDUP LO DULU GA SEENAK INI RIKKK. HIDUP LO SUSAH!!!! SALAM TEMEN SMP PAS LO BURIKKK. EH SKRG SAMA AJA""";0;
;"""Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah?.oprasi dulu sono..biar gantengan dikit.. Dan kalo jln ke mall gk di kenal orng.""";0;
;"""dia ini siapa sih??? Artis bukan, jelek mah iya mukanya iyuhhh""";0;
;"""Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet""";0;
;"""Saya segenap hati minta maap""";1;
;"""Dulu Bahagia Sekarang Banyak Utang""";0;
;"""Harus lebih maju berkelas rik!! Ga jamannya lg toxic dan ga beraturan.. build sistem!! You will be BIG""";1;
;"""editan sama konsepnya nice banget lahhh""";1;
;"""iri kok sama babi hahah najis""";0;
;"""LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI""";0;
;"""Jelek aja tukang selingkuh lo buriq !""";0;
;"""kok kalian komennya pada kek gini ya""";1;
;"""Rick lu tuh jadi manusia kek gk ada gunanya lu dilahirin kedunia untuk berbuat baik, sayang nya lu ngecewain org lain gimana mo masuk surga""";0;
;"""Kalian kaloga cocok mau di paksain?""";1;
;"""ya biarin @xrickolim kita gatau gimana aslinya masa kalian semua ambil keputusan sepihak?kalo udah takdir gaada yang bisa nentang njir""";1;
;"""Cocok kok, emang orang baik mah buat org baik, kalo yg bejat mah emang cocok buat yang bejat juga ehehe""";0;
;"""ERICK GOBLOK,MALAH PACARAN AMA LONTE ANJ,SO BAT""";0;
;"""Cocok banget sama2 orang gak bener biar lah dia hancur bersama""";0;
;"""EH KEK ADA PENAMPAKAN LONTE""";0;
;"""Meninggalkan berlian demi Tai Sapi""";0;
;"""Ini bukan era lo lgi, wkwkw skrng lo penuh dengan cacimaki, telen ludah sendiri""";0;
;"""Pantes disini mulainya si ajg berulah""";0;
;"""Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!""";0;
;"""Buah nangka buah kemanggi gak ada akhlak lu babi""";0;
;"""Perlahan karirmu ancur bro dan lu akan kembali kebawan""";0;
;"""Biarkan @sk69official bangkrut aja. CEO nya gatau trimakasih haha""";0;
;"""ngapain juga nginap di rumah cowo, gaada keluarga lg lo?""";0;
;"""Eh ada pelakor, pas banget frame ke tiga, orang ke 3""";0;
;"""Anak gblk dikasi berlian malah milih kerikil""";0;
;"""Dikasih bidadari malah milih dajjal awokawok:v""";0;
;"""Jangan cuman bisa ngehina Dong Sadar Kalian Itu Ga sempurna sama kaya kami""";1;
;"""Kesihan gue sama org otak dangkal kek gini""";0;
;"""Murahh banget lo jijik gue ?. Dikick EVOS mlah open BO""";0;
;"""senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing""";0;
;"""Indahnya pemandangan banyak LonT lonT mau di jual""";0;
;"""bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri""";0;
;"""siapapun tolong kasih tau aku ini masalah nya apaa gais""";1;
;"""dikasih hati yg malaikat milih yg berhati iblis greget:(""";0;
;"""Di kasih bidadari malah pilih kotoran""";0;
;"""Dikasih bidadari malah minta lonte""";0;
;"""Gajadi beli Model murahan barang pasti murahan""";0;
;"""Modelny aja murahan apalagi barangnya""";0;
;"""muka macem pengamen gegayaan selingkuh, untung udh ga sm jane lg, kebanting sm jane muke lu""";0;
;"""Males beli gua,gara gara ada lonte""";0;
;"""Padahal bulug gini ya mukanya.. ehh,, maaf..""";0;
;"""Padahal cantikan jessica kemana mana""";1;
;"""Dikasih bidadari malah milih sampah""";0;
;"""yaelah muka pas""an aja bangga lu njing""";0;
;"""Wah ibarat lebih milih iblis daripada bidadari haha""";0;
;"""@rangga_kanahaya knp gk truck sampah, kek mukanya sampah""";0;
;"""Gajadi beli, takut ketularan lonte nya""";0;
;"""hanya bisa melihat hujatan klean kasian si listy kontrak nya d copot , di hujat memang dunia sgt kejam""";1;
;"""Jangan beli baju lonte entar kena sial""";0;
;"""Dasar cewe lo itu LONTE tau kau!""";0;
;"""Disini pada kenapa dah? Aku gapaham tolong""";1;
;"""Itu ditengah manusia apa monyet kok kulitnya bercorak batik""";0;
;"""Muka lu sama anjing gwe..lebih ganteng anjing gwe rik""";0;
;"""Buat kalian para pens lonte jgn tkut listi Miskin krna dipecat, krna dia bsa kaya lgi, dgn cara ya nglonte""";0;
;"""Etdah ninggalin yang baik demi lonte, situ waras mas wkwk""";0;
;"""Gw melihat cewek murahan di postingan ini""";0;
;"""yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?""";0;
;"""Ih ko muka jelek banget siii serem kek setan""";0;
;"""Itu yang foto ketiga jablay murahan bukan?""";0;
;"""Jelek aja tukang selingkuh lo buriq !!!!""";0;
;"""Emang kalian se suci apa sampai nghina dia segitu nya""";1;
;"""Mending yang follow pada unfollow Udeh gausah ribet""";1;
;"""Dekil tatoan, mampus karir Lo hancurr pantek""";0;
;"""Udah ada berlian malah milih batu nisan""";0;
;"""Alasan setan ama setan, KARNA KALO SETAN SAMA BIDADARI, SAYAPNYA RONTOK, DICEKER, DIGIGIT, DIJAMBAK2""";0;
;"""Lagian juga Erick gak ada akhlak jelek lagi Listy juga jelek""";0;
;"""Setan ma setan mahh emg cocokk udee""";0;
;"""Lonte kurus pucet kek mayat hidup""";0;
;"""Itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun""";0;
;"""@xrickolim smngat trus bro tiada manusia yg sempurna kmu pasti bisa bangkit n jadi lebih baik GBU keepstrong""";1;
;"""bego anak orang udah ga perawan noh gara"" lu wkwkw""";0;
;"""Frustasi..Sudah habis uangnya..Kasihannn""";0;
;"""Bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras""";1;
;"""Semangat Rick untuk usaha barunya""";1;
;"""Hadehh muka kaya tong sampah .""";0;
;"""banyak banget omongan kasar disini, tobat lah kawan kawan.. cukup comment kasar nya""";1;
;"""Ni org jelek ga ada obat.kok jj mau liat apa ya..""";0;
;"""Semangat bang, walaupun banyak orang yang ngejudge lu. Jangan peduliin mereka""";1;
;"""Tuhan yesus baik semangat rick""";1;
;"""Jangan di bales komen hate bang bikin sakit jempol, mending lanjut berkarya:)""";1;
;"""Eh lo nyadar ga ? Udah dekil terus tatoan, jadi nya kaya daki haha""";0;
;"""jelek dapet selingkuhan jelek juga keren yaa imbang wkkw""";0;
;"""Wah ngehina fisik ni orang,ga bener ya wkwkwkwk""";1;
;"""BUNUH DIRI LAH SONO GOBLOX""";0;
;"""Sabar semua komentar ini ujian""";1;
;"""Santai rick yg ngehujat lo belom tau perjalanan hidup lo aja! Mereka hanya sok suci!""";1;
;"""Yang sabar yah,tetep semangat ngejar karirnya jangan dengerin kata orang mereka Cuma bisa ngebacot di komen doank""";1;
;"""Erick masuk neraka jalur selingkuh bos""";0;
;"""Trs berkarya walaupun brd di titik sprti ini""";1;
;"""Stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada""";1;
;"""Yang ngatain keknya idupnya gapernag bikin kesalahan""";1;
;"""Jadi gila kau rupanya karna gak laku lagi di YouTube""";0;
;"""Kasian yah sdh stress banyak masalah""";0;
;"""Kok jatohnya malah kek ajg sih rikkk""";0;
;"""Karir turun jadi autis kasian hahah""";0;
;"""erick yang kek gini yang gua kangenin, keep it up bruuh""";1;
;"""Udah mau autis iya bg awokawkk""";0;
;"""Kasian masih muda udah stresss""";0;
;"""Banyak komen yg support malah ketutup yg hate bgst emang IG""";1;
;"""Maudy cantik na natural bnr2 cantik bgt, cantik luar dlm""";1;
;"""Bikin konten YouTube Student life at standford @maudyayunda seperti waktu S1 at Oxford. Fansmu pada nungguin nih.""";1;
;"""Aura org pinter emg shining ya bun @hy_dindut""";1;
;"""Paket lengkap deh.. udh cantik pintar lagi""";1;
;"""Sukaa bnget sm artis ini? nggak neko2.. dan natural bngett""";1;
;"""Cantik, pintar bertalenta, ortu mana yg gak kepengen punya anak kyk mba maudy""";1;
;"""Idih mak lampir, dibanding uya ma lu, lu bagaikan butiran debu,, lu dikenal karena bacot? rajin2 ngaca deh""";0;
;"""Anjirlah muka lo kek kuntilanak malah sok cantik""";0;
;"""Mbak cadel yg bangga dengan cadelnya,, Harusnya sih kasihan karna cadel tapi lama"" jadi jijik kenapa gak sekalian bisu aja""";0;
;"""Uda pinter, cantik gak kebanyakan tingkah. Perfect""";1;
;"""Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie2 korea. Tetap waspada""";1;
;"""Bikin konten Youtube daily activity di Stanford dong kak @maudyayunda""";1;
;"""Motivasi ku ka Maudy cantipp bngt""";1;
;"""Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin""";1;
;"""Damage nya cewek pinter gada lawann""";1;
;"""cantikan waktu berisi dulu? sekarang kurus bgt, kurus begini auranya kurang""";0;
;"""cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?""";0;
;"""masih good vibes walaupun sedang lapar""";1;
;"""kakak cantik bgt bismillah cerdasnya nular""";1;
;"""Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu""";0;
;"""Dua2 nya cantik banget masya Allah""";1;
;"""ka nisa mirip ariana grande masa""";1;
;"""Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha""";1;
;"""Sekilas yg abu mirip ariana grande haha""";1;
;"""Yang satu nya mirip Ariana grande""";1;
;"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""";1;
;"""Rambutnya kak modd bagussss? Item berkilauu""";1;
;"""Cantik semua congrats kak msuk nominsi tc candler""";1;
;"""Maudy enak bet dah cantik iya pinter iya""";1;
;"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele? ternyata aku salah salah :""""";1;
;"""Bang jerome KLO nyanyiny kek gini bagus suaranya ganyangkaaa""";1;
;"""Sutan kamu sangat lucu dan menggemaskan""";1;
;"""Bang sering-sering dong buat vidio bareng sutan dia kayanya juga seneng ama bang jerom""";1;
;"""Klu @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahah lucu juga gimana riwehnya""";1;
;"""Muka lu kok cabul banget sih bg hahah""";0;
;"""Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak""";0;
;"""Kak jerome kayak boneka tau hahah""";1;
;"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""";1;
;"""Yakinin dulu niatnya bg? Semoga sukses""";1;
;"""Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang""";1;
;"""Cuman rumus diet ini yg ga bisa dipecahka ya bang?""";1;
;"""Perut makin maju tpi semangat jangan tak maju""";1;
;"""Pantesan kak Jessica bilang bang jerom beruang wkwkwk""";1;
;"""Aduhh susah klo urusan sma Jerome rumus matematika terus bahasannya? Apakah daya diriku yg lebih suka bhs Inggris drpd matematika""";1;
;"""Kaya tulus ya mukanya klo diliat2""";1;
;"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""";1;
;"""Baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha""";1;
;"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""";1;
;"""Mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk""";1;
;"""iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul""";1;
;"""Klo style ke gini pas gitu bang sma umur lu yg msh muda keliatan lbh fresh aja sesuai sma umur""";1;
;"""Kok makin dewasa makin imutt aih cipaaaaaa""";1;
;"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""";1;
;"""Nih orang manis bnget sihh ga ngerti lagi""";1;
;"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""";1;
;"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""";1;
;"""Lelaki yg mendapatkan km. Adalah lelaki yg beruntung.""";1;
;"""Kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu""";1;
;"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""";1;
;"""Gemeshh rasanya kaya aku pengen cubit""";1;
;"""@angelkmgi ini paling cute sih, ganteng parah msh kecil jg""";1;
;"""Pengen gw pacul mulut lo!! woii anjeng busuk""";0;
;"""Sering blg ke org2 artis cewek yg menurutku paling cantik syifa sama ziu""";1;
;"""Ka cipa tu uda cantik, baik, manis bgt pula, manisnya tu nglebihin gula""";1;
;"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""";1;
;"""Setuju g sih? Si dia tetep cntik bgt meski g pke make up? lah aku g pke make up pucet bgt kyk g makan setahunn""";1;
;"""dahlahh emang cantik luar dalam kmu ini cippp""";1;
;"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""";1;
;"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""";1;
;"""Artis remaja di Indonesia yg manis bgt kalo senyum Cuma dia deh perasaan yg nempel di hati""";1;
;"""Aku doakan perempuan baik yg bernama Nagita selalu sehat, bahagia lahir batin, dan banyak yang sayang sm dia..""";1;
;"""Rafathar nya mantull ni, pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg.. jd jagain dan temenin mama dulu ya aa""";1;
;"""kultur kerja kaya gini menurut gw bagus si ga kapitalis banget, petingginya juga ikut kerja misal ngevlog atau endors, semoga gaji juga ga senjang si haha""";1;
;"""Pantas pada senang kerja di Rans.. mbak gigi nggak ngebossy..""";1;
;"""Seneng yaa lihat orang sukses meeting. Ya Allah pengen sukses kayak gitu biar ada status di instastory""";1;
;"""smga semua kelg dan crew sehat semua.. dan rejeki trs lancar ya kak gigi..""";1;
;"""Fokus ke nagita pas mau minum masih sempet baca doa. keren bgt hasil dari didikan orang tua nya""";1;
;"""Kasihan ya , Nagita punya suami kerjaannya berzinah terus""";0;
;"""Koreaable banget face rafathar cakep ganteng manis banget""";1;
;"""MasyaAllah Rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny?""";1;
;"""Kok mirip siwon ya lama2, apa perasaan gw aja.""";1;
;"""Lucunya berasa kayak kaka dan adek""";1;
;"""Itu wajah nagita kya masih umur 20an""";1;
;"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""";1;
;"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""";1;
;"""Nagita masa kaya anak muda coba cantikk bangeett""";1;
;"""Masyaallah mamany cantik anakny ganteng, perfect""";1;
;"""Kaya adek kakak.. kak gigi keliatan muda banget""";1;
;"""Tambah gede aja rafathar ya tambah pinter ya Rafathar""";1;
;"""Mama gigi kalau rambutnya agak pirang tambah cantik dan tampak lebih muda""";1;
;"""OOTD mama gigi simple tapi elegan dilihat nya, masyaallah""";1;
;"""Masyaallah mamah gigi bening bet dah, sehat selalu mamah gigi dn keluarga""";1;
;"""mama gigi ketemu gajah. gajahnya seneng sampai ketawa gitu ahhaha.""";1;
;"""Ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep""";1;
;"""i see beauty in everything mba gigi sehat selalu sama dede bayi nya""";1;
;"""Mama gigi cantik banget? look younger than her age.. love mama gigi""";1;
;"""Semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas""";1;
;"""Pakaian apapun yg dipake mama gigi selalu keceee""";1;
;"""Terima kasih kak Nagita @raffinagita1717 sudah support Molly si gajah dan satwa-satwa di Bali Zoo lainnya dengan kunjungannya bersama keluarga""";1;
;"""Kaya ny gajahnya merasakan aura positif nya mb gigi itu? kelihatan sumringah jg gajahnya loo..""";1;
;"""Manis banget mbak gigi.. Masya Allah.. hamil semakin bersinar..""";1;
;"""Mama gigi gapernah ga cantik sih kalo menurut aku.""";1;
;"""Semoga sehat selalu bayi dalam kandungan nya sama ibunya ya.""";1;
;"""Cantik banget semoga sehat selalu kakak panutan""";1;
;"""MasyaAllah selalu mempesona baik kaum adam maupun kaum hawa""";1;
;"""Gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya""";1;
;"""makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya""";1;
;"""Gapaham lagi cakeup nya natural Masyaallah""";1;
;"""Raisa mah tipe cantik tapi sopan santun pakaiannya""";1;
;"""ka yayaaa, why are you always stunning pretty girl.""";1;
;"""Ya Allah ni orang apa peri, cantik amatt""";1;
;"""Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik""";1;
;"""BISA BERHENTI CAKEP GA KAKK? PUSINGGGG IH""";1;
;"""Cantik bajunya keren warnanya bikin pangling""";1;
;"""Sudah dongggg dan sudah di liked juga.. congratulations""";1;
;"""Udaaaahh nontonnnnn.. lagunya bajunya makeup dan hairdo nyaaa sukaakkkk""";1;
;"""Raisa sekarang ngak monoton?. Jadi suka deh?. Sering2 kek gini?.""";1;
;"""udah dong. Lagi ngunyah aja cute banget""";1;
;"""Penyihir secantik ini gue rela dikutuk jadi tokek laut""";1;
;"""Ya ampun kak makan apa sih kok bisa cantik banget""";1;
;"""Ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu, gemes hahaha""";1;
;"""Aku udah. Dan sumpah bagus banget. Serasa liat cerita disney gitu""";1;
;"""lu lebih gak sopan, mukak lu kayak babi!""";0;
;"""ya Allah kenapa begitu sempurna sih ciptaanmu yg satu in""";1;
;"""Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran""";1;
;"""Bukan keliatan ragu, tapi keliatan cantik""";1;
;"""Warna yang paling bikin Raisa makin shinning itu merah, hitam, putih, pink and emerald""";1;
;"""Raisa pake baju merah sumpahh cantik bgttt""";1;
;"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""";1;
;"""Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu2 nya""";1;
;"""Ka yaya kalo ragu tetep secantik itu yah :"")""";1;
