No,komentar,label,link vid,Unnamed: 4,Unnamed: 5,Unnamed: 6
1368,"SINGKAT, PADAT, DAN KOSONG 😅",0,,,,
1369,"Maaf menurutku kalo mau protes ya ke bupati dan gubernurnya kan setiap daerah ada pemimpinnya jadi itulah gunanya mereka, kalo RI pusat mana tau jalan-jalan yg rusak kalo pemimpin daerahnya diem, kan stiap daerah ada anggarannya jadi tanya dong sama mereka🙏🙏jgn bisanya nyalahin presiden begini salah bgitu salah trus yg bener siapa 😇😇",1,,,,
1370,"Enak emang jadi Lurah, Camat, Bupati, Walikota bahkan Gubernur. Jalan rusak yg salah Presiden sama Wapres 😅😂🤣",1,,,,
1371,Lah bupati gubernurnya ngapain aja itu,1,,,,
1372,bingung kan jawab nya,1,,,,
1373,Pemecah Belah Bangsa.,0,https://www.instagram.com/p/DQqga2kEdVI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,
1374,Kalah memang menyakitkan,1,,,,
1375,Serius tanya... Orang ini siapa ya?,1,,,,
1376,Jangan ingin terlihat pintar ataupun bijak kalau dengan cara menjatuhkan orang lain,1,,,,
1377,Siapa yg lepasin dari kandang woy,0,,,,
1378,"Pemikiran yang kelihatan benar tapi menyesatkan. Jalan Tol hanya dinikmati orang2 yang punya mobil, yang tidak, tidak bisa menikamati. Suramadu hanya untuk orang surabaya dan madura, KAI hanya orang jawa. Semua proyek nasional di kerjakan step by step. Wah hati2 dengan sengkuni.",1,,,,
1379,Masuk akal juga...,1,,,,
1380,Pemikiran macam apa ini 🗿,1,,,,
1381,"Pemikiran yang kelihatan benar tapi menyesatkan.Jalan Tol hanya dinikmati orang2 yang punya mobil,yang tidak,tidak bisa menikamati.Suramadu hanya untuk orang surabaya dan madura,KAI hanya orang jawa.Semua proyek nasional di kerjakan step by step.Wah hati2 dengan sengkuni.",1,,,,
1382,"Ngaca pak ngaca ampun, kalo mikir begitu dari dulu infrastruktur di pusat terus yg bagus, tapi daerah lain tertinggal, ga mikir kesitu juga kah ? 😂",0,,,,
1383,The Real pemecah belah bangsa,0,,,,
1384,Selama bapak jabat apa yg udh dibuat Monas sampe skrg belum selesai sprtinya,1,,,,
1385,Diem Pak Diem...,0,,,,
1386,Ngga pak saya merasa tidak ikut membayar,1,,,,
1387,Berisikkkkkk 🤮,0,,,,
1388,mending diam gatau malu,0,,,,
1389,Anda ini berbahaya sekali,0,,,,
1390,Itu mungkin dianggap prestasi,1,https://www.instagram.com/reel/DQGg93ckRMd/?utm_source=ig_web_copy_link,,,
1391,Sebobrok inikah?! Sungguh sangat miris,1,,,,
1392,Owh pantas mereka berlomba-lomba melakukan kejahatan ternyata bisa naik pangkat,0,,,,
1393,Gantiin tugas iblis semua,0,,,,
1394,Oh sangat berprestasi🙌,1,,,,
1395,Setan aja hormat sama kelakuan kaya gini mah,0,,,,
1396,Makin biadap makin berprestasi,0,,,,
1397,Anak istri dan keluarga besarnya pasti bangga,0,,,,
1398,Titik terendah seorang sipil adalah menjadi polisi,0,,,,
1399,Negeri ini tidak kekurangan org pintar.. tapi kurang org jujur.,1,https://www.instagram.com/reel/DOlqRN9kotD/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,
1400,Taukan knp undang-undang perampasan aset sampai hari ini ngga di sahkan,1,,,,
1401,wah makin seru 🔥🔥🔥,1,,,,
1402,Keren❤️❤️..... Bongkar sampai tuntas,1,,,,
1403,Ini beneran? Kacau banget sistem dan pejabat negeri ini 😩,1,,,,
1404,Jangan percaya berita dari sumber si sakit hati. mereka inginkan kekacauan makanya bikin berita yg belum valid lagi.,0,,,,
1405,Sita semuanya,1,,,,
1406,Rusak,1,,,,
1407,"Ngga ada masalah kok...jelas , mudah difahami dan berhati hati..",1,https://www.instagram.com/reel/DRbTcyBktAT/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,
1408,Bagus..👍,1,,,,
1409,Mending ngomong inggris ya ternyata wkwk,0,,,,
1410,curi perhatian siapa?,1,,,,
1411,"Masih sepenggal2 gitu bacanya, kaku.",1,,,,
1412,Good sih menurutku kalian aj suka merendahkn org diem,0,,,,
1413,Bagus sih,1,,,,
1414,Bagus kok,1,,,,
1415,Tidak tahu Malu,0,,,,
1416,Harus diakui bahasa inggrisnya bagus,1,,,,
1417,"tidak terbayang kalo dia beneran lanjut sama sapri, junho eunho jena yang sekorea itu harus liat kuda lumping terus😭😭",0,https://www.tiktok.com/@kucingpintarid/video/7575931896132111634?is_from_webapp=1&sender_device=pc,,,
1418,sekarang jule itu status istri safri.takutnya jule dengan alasan mau ketemuan dengan anaknya tanoa seizin Safri .lalu Safri menuduh jule selingkuh dengan mantan suaminya. saran saya jule kalau mau ketemuan bareng dengan Safri atau terang terangan .,1,,,,
1419,gua lagi nangis aja reflek ngakak jirrr😭😭🤣🤣🤣,1,,,,
1420,"Kak sangking lucu nya aku gak bisa ngakak, malah ngikngikkk😅😅😅",1,,,,
1421,"STOP MENTION KUDA LUMPING, masih tidak nyangka pikiran orang bisa pada sampe ke kuda lumping 😭",1,,,,
1422,dia sudah berani keluar lagi karna posisi dia sudah di gantiin sama inara,0,,,,
1423,"tidak bela inara tapi inara langsung klarifikasi dan tidak ada bukti apapun, cuma asumsi bininya aja. beda dengan jule yang sudah  terbukti vidio sudah kesebar kemana mana.",1,,,,
1424,sekarang yg dikerudungin mulutnya bukan rambutnya 😭,0,,,,
1425,Dia hanya seorang ibu.. terlepas dari apa yang sedang terjadi dia tetap ibu dari trio Na.. Dan anak-anak juga butuhkan kasih sayang ibu..,1,,,,
1426,"kalo dia emg benar seorang ibu, gabakalan selingkuh dan gores luka dihati anaknyaa",0,,,,
1427,"biar in ya ges, tidak membenarkan prilakunya jule, tapi 3 anak nya butuh kasih sayang ibu nya 😭",1,,,,
1428,jule ga pake hijab malah jadi mirip kayak susternya trio na yg duduk di belakang ituu,0,,,,
1429,"untuk apa pakai hijab lagi, fefek nya udah gratis buat safri ramadhan",0,,,,
1430, gak fresh ya mukanya,0,,,,
1431,wajar guys belum 40 hari pasti emang masih berkeliaran arwahnya,0,,,,
1432,si jule pasti di gosipin sama pegawai2 playtopia dan ibu-ibu di situ 😅,0,,,,
1433,didampingi ayah dan ibu sambung daehoon apakah ini tanda-tanda bisa rujuk? soalnya baru sidang pertama masih bisa ubah keputusan,1,,,,
1434,Jule telah menambahkan inara rusli ke dalam grub,1,,,,
1435,"sejelek-jelek nya dia, dia tetap ibu yg bertaruh nyawa untuk melahirkan anak anak nya.",1,,,,
1436,"bapak nya daehoon hati nya luas banget ya, harus ngeliat dan ketemu anomali yang udah nyakitin anak laki laki nya dan ke 3 cucu nya 😭🙏🏻",1,,,,
1437,"ini kalo tidak salah yang mohon mohon buat ketemu trio NA ibunya jule, soalnya bapa nya udah tidak mau tau, jule cuma di rayu sama ibu sambung daehoon, daehoon tidak mau ketemu sama jule soalnya sakit, terus perjanjian nya adalah sidang tanggal 2 nanti jule harus hadir kalo mau ketemu anak anak nya.",1,,,,
1438,Pake bekas barangnya sijule awas ketularan kayak sijule bu😅,0,,,,
1439,"Seenggaknya daehoon tidak biarin anaknya benar-benar cuma di temenin jule, tapi ada ayahnya daehoon sama ibu sambungnya… menurutku itu udah hukuman jugasih buat jule karena tidak 100% dipercaya daehoon berarti untuk main sm anak-anaknya padahal dia ibunya",1,,,,
1440,"daripada gua dituduh tuduh tidak pake hijab,ya akhirnya gua tidak pake hijab beneran dong,daripada dituduh-tuduh terus",1,,,,
1441,sumpah mertuanya baik banget masih mau nemuin cucunya sama ibunya😭😭,1,,,,
1442,"Mau dia jahatnya seperti mana pun dia tetap ibunya trio Na, yang mengandung, melahirkan mereka .. aku tidak membela jule, cuma mau sampe kiamat pun dia tetap ibunya, mereka tetap butuh sosok ibu di hidup mereka.. Semoga setelah ini trio Na tetap mendapat kasih sayang dan perhatian yg banyak dari jule, walaupun orang tuanya sudah gak bisa bersama lagi 💔 daehoon emang best sih, masih mengesampingkan egonya demi anak-anaknya bisa quality time sama ibunya 🥺",1,,,,
1443,beneran geleng kepala sampai hijab nya pun dilepas... sedih banget,1,,,,
1444,aura pembantunya kuat bgtt,0,,,,
1445,"mulai banyak yang komen kasian,dia seorang ibu.guyss pake akal sehat no baperan😄",1,,,,
1446,"Tau aja jule beritanya udah di geser inara, makanya nongol dari persembunyiannya.",1,,,,
1447,"brand-brand jangan sampai luluh gegara video ini, biar jadi pelajaran dia",1,,,,
1448,"semoga ada hikmah dari semua kejadian kemarin,,semoga jule bisa cepet dapat hidayah lagi",1,,,,
1449,alah dulu pas msih jdi istri boro2 😂,0,,,,
1450,kenapa hawanya kayak ngerasa canggung gitu yaa,1,,,,
1451,se tipis itu anjir badannya 😭😭,0,,,,
1452,padahal dulu keliatan high value gitu kan personal branding nya bagus eh sekarang malah down grade,0,,,,
1453,ibu-ibu yang nungguin anaknya main di playtopia pasti pada ngegibahin jule 😭😂🙏,1,,,,
1454,ga bisa bayangin kalo trio na besar nanti lihat jejak digital ibu mereka🥺,1,,,,
1455,oh itu jule? kirain baby sister barunya trio Na,0,,,,
1456,"plis gaes untuk asuh jangan sampe dihujat juga, biar itu jadi memori indah buat anak-anaknnya juga, gimaanpun dia tetep ibu trio na",1,,,,
1457,"setidaknya gue berharap dia bisa jadi ibu yang baik, meskipun anak2 itu harus ngerasin perpisaan orang tuanya di umur se kecil itu",1,,,,
1458,muka nya jadi mirip sapri dah😂,0,,,,
1459,Jule bener bener hilang arah,1,,,,
